orz,id,hero_star,star_quality,star_num,qualification1_id1,qualification1_num1,qualification1_id2,qualification1_num2,qualification2_id1,qualification2_num1,qualification2_id2,qualification2_num2,qualification3_id1,qualification3_num1,qualification3_id2,qualification3_num2,qualification4_id1,qualification4_num1,qualification4_id2,qualification4_num2,qualification5_id1,qualification5_num1,qualification5_id2,qualification5_num2,qualification6_id1,qualification6_num1,qualification6_id2,qualification6_num2,qualification7_id1,qualification7_num1,qualification7_id2,qualification7_num2,qualification8_id1,qualification8_num1,qualification8_id2,qualification8_num2,qualification9_id1,qualification9_num1,qualification9_id2,qualification9_num2,qualification10_id1,qualification10_num1,qualification10_id2,qualification10_num2,starlv_id1,starid_num1,starlv_id2,starid_num2,starlv_id3,starid_num3,starlv_id4,starid_num4,qualification1_type1,qualification1_value1,qualification1_type2,qualification1_value2,qualification1_type3,qualification1_value3,qualification2_type1,qualification2_value1,qualification2_type2,qualification2_value2,qualification2_type3,qualification2_value3,qualification3_type1,qualification3_value1,qualification3_type2,qualification3_value2,qualification3_type3,qualification3_value3,qualification4_type1,qualification4_value1,qualification4_type2,qualification4_value2,qualification4_type3,qualification4_value3,qualification5_type1,qualification5_value1,qualification5_type2,qualification5_value2,qualification5_type3,qualification5_value3,qualification6_type1,qualification6_value1,qualification6_type2,qualification6_value2,qualification6_type3,qualification6_value3,qualification7_type1,qualification7_value1,qualification7_type2,qualification7_value2,qualification7_type3,qualification7_value3,qualification8_type1,qualification8_value1,qualification8_type2,qualification8_value2,qualification8_type3,qualification8_value3,qualification9_type1,qualification9_value1,qualification9_type2,qualification9_value2,qualification9_type3,qualification9_value3,qualification10_type1,qualification10_value1,qualification10_type2,qualification10_value2,qualification10_type3,qualification10_value3,starlv_type1,starlv_value1,starlv_type2,starlv_value2,starlv_type3,starlv_value3,skillid1,skillid2,skillid3,skillid4,skillid5,skillid6,skillid7,skillid0,skillopen,qualification1,qualification2,qualification3,qualification4,qualification5,qualification6,qualification7,qualification8,qualification9,qualification10,starlv,qualification_icon1,qualification_icon2,qualification_icon3,qualification_icon4,qualification_icon5,qualification_icon6,qualification_icon7,qualification_icon8,qualification_icon9,qualification_icon10,starlv_icon
643,4008,13,6,1,91000001,0,12400801,6,91000001,0,12400801,6,91000001,0,12400801,6,91000001,0,12400801,6,91000001,0,12400801,6,91000001,0,12400801,6,91000001,0,12400801,6,91000001,0,12400801,6,91000001,0,12400801,6,91000001,0,12400801,6,91000001,0,30101000,0,12400801,6,0,0,29,10010,0,0,99,1078442,10,2720,0,0,99,1078442,29,10010,0,0,99,1078442,10,2720,0,0,99,1078442,29,10010,0,0,99,1078442,10,2720,0,0,99,1078442,10,2720,0,0,99,1078442,10,2720,0,0,99,1078442,10,2720,0,0,99,1078442,0,0,0,0,0,0,6,196390,30,5000,99,4313770,400800,400801,400802,400803,0,0,0,2001,0,资质：力量,资质：敏捷,资质：智力,资质：精神,资质：体力,资质：幸运,资质：智力,资质：精神,资质：体力,资质：幸运,升星,icon_hero_shengxing_05,icon_hero_shengxing_05,icon_hero_shengxing_05,icon_hero_shengxing_05,icon_hero_shengxing_05,icon_hero_shengxing_05,icon_hero_shengxing_05,icon_hero_shengxing_05,icon_hero_shengxing_05,icon_hero_shengxing_05,icon_hero_yxwd_zizhi_07
644,4008,14,6,2,91000001,0,12400801,6,91000001,0,12400801,6,91000001,0,12400801,6,91000001,0,12400801,6,91000001,0,12400801,6,91000001,0,12400801,6,91000001,0,12400801,6,91000001,0,12400801,6,91000001,0,12400801,6,91000001,0,12400801,6,91000001,0,30101000,0,12400801,6,0,0,29,11980,0,0,99,1291093,10,3250,0,0,99,1291093,29,11980,0,0,99,1291093,10,3250,0,0,99,1291093,29,11980,0,0,99,1291093,10,3250,0,0,99,1291093,10,3250,0,0,99,1291093,10,3250,0,0,99,1291093,10,3250,0,0,99,1291093,0,0,0,0,0,0,6,235120,30,5990,99,5164373,400800,400801,400802,400803,0,0,0,2001,0,资质：力量,资质：敏捷,资质：智力,资质：精神,资质：体力,资质：幸运,资质：智力,资质：精神,资质：体力,资质：幸运,升星,icon_hero_shengxing_05,icon_hero_shengxing_05,icon_hero_shengxing_05,icon_hero_shengxing_05,icon_hero_shengxing_05,icon_hero_shengxing_05,icon_hero_shengxing_05,icon_hero_shengxing_05,icon_hero_shengxing_05,icon_hero_shengxing_05,icon_hero_yxwd_zizhi_07
645,4008,15,6,3,91000001,0,12400801,6,91000001,0,12400801,6,91000001,0,12400801,6,91000001,0,12400801,6,91000001,0,12400801,6,91000001,0,12400801,6,91000001,0,12400801,6,91000001,0,12400801,6,91000001,0,12400801,6,91000001,0,12400801,6,91000001,0,30101000,0,12400801,6,0,0,29,14100,0,0,99,1518933,10,3830,0,0,99,1518933,29,14100,0,0,99,1518933,10,3830,0,0,99,1518933,29,14100,0,0,99,1518933,10,3830,0,0,99,1518933,10,3830,0,0,99,1518933,10,3830,0,0,99,1518933,10,3830,0,0,99,1518933,0,0,0,0,0,0,6,276610,30,7050,99,6075733,400800,400801,400802,400803,0,0,0,2001,0,资质：力量,资质：敏捷,资质：智力,资质：精神,资质：体力,资质：幸运,资质：智力,资质：精神,资质：体力,资质：幸运,升星,icon_hero_shengxing_05,icon_hero_shengxing_05,icon_hero_shengxing_05,icon_hero_shengxing_05,icon_hero_shengxing_05,icon_hero_shengxing_05,icon_hero_shengxing_05,icon_hero_shengxing_05,icon_hero_shengxing_05,icon_hero_shengxing_05,icon_hero_yxwd_zizhi_07
646,4009,1,2,1,91000001,0,12400901,0,91000001,0,12400901,0,91000001,0,12400901,0,91000001,0,12400901,0,91000001,0,12400901,0,91000001,0,12400901,0,91000001,0,12400901,0,91000001,0,12400901,0,91000001,0,12400901,0,91000001,0,12400901,0,91000001,0,30101000,0,12400901,0,0,0,9,0,0,0,99,0,30,0,0,0,99,0,9,0,0,0,99,0,30,0,0,0,99,0,9,0,0,0,99,0,30,0,0,0,99,0,30,0,0,0,99,0,30,0,0,0,99,0,30,0,0,0,99,0,0,0,0,0,0,0,6,0,10,0,99,0,400900,0,0,0,0,0,0,3001,0,资质：力量,资质：敏捷,资质：智力,资质：精神,资质：体力,资质：幸运,资质：智力,资质：精神,资质：体力,资质：幸运,升星,0,0,0,0,0,0,0,0,0,0,icon_hero_yxwd_zizhi_07
647,4009,2,2,2,91000001,0,12400901,1,91000001,0,12400901,1,91000001,0,12400901,1,91000001,0,12400901,1,91000001,0,12400901,1,91000001,0,12400901,1,91000001,0,12400901,1,91000001,0,12400901,1,91000001,0,12400901,1,91000001,0,12400901,1,91000001,0,30101000,0,12400901,1,0,0,9,60,0,0,99,6075,30,10,0,0,99,6075,9,60,0,0,99,6075,30,10,0,0,99,6075,9,60,0,0,99,6075,30,10,0,0,99,6075,30,10,0,0,99,6075,30,10,0,0,99,6075,30,10,0,0,99,6075,0,0,0,0,0,0,6,1460,10,110,99,24302,400900,0,0,0,0,0,0,3001,0,资质：力量,资质：敏捷,资质：智力,资质：精神,资质：体力,资质：幸运,资质：智力,资质：精神,资质：体力,资质：幸运,升星,icon_hero_shengxing_01,icon_hero_shengxing_01,icon_hero_shengxing_01,icon_hero_shengxing_01,icon_hero_shengxing_01,icon_hero_shengxing_01,icon_hero_shengxing_01,icon_hero_shengxing_01,icon_hero_shengxing_01,icon_hero_shengxing_01,icon_hero_yxwd_zizhi_07
648,4009,3,2,3,91000001,0,12400901,1,91000001,0,12400901,1,91000001,0,12400901,1,91000001,0,12400901,1,91000001,0,12400901,1,91000001,0,12400901,1,91000001,0,12400901,1,91000001,0,12400901,1,91000001,0,12400901,1,91000001,0,12400901,1,91000001,0,30101000,0,12400901,1,0,0,9,150,0,0,99,16708,30,30,0,0,99,16708,9,150,0,0,99,16708,30,30,0,0,99,16708,9,150,0,0,99,16708,30,30,0,0,99,16708,30,30,0,0,99,16708,30,30,0,0,99,16708,30,30,0,0,99,16708,0,0,0,0,0,0,6,4010,10,310,99,66833,400900,0,0,0,0,0,0,3001,0,资质：力量,资质：敏捷,资质：智力,资质：精神,资质：体力,资质：幸运,资质：智力,资质：精神,资质：体力,资质：幸运,升星,icon_hero_shengxing_01,icon_hero_shengxing_01,icon_hero_shengxing_01,icon_hero_shengxing_01,icon_hero_shengxing_01,icon_hero_shengxing_01,icon_hero_shengxing_01,icon_hero_shengxing_01,icon_hero_shengxing_01,icon_hero_shengxing_01,icon_hero_yxwd_zizhi_07
649,4009,4,3,1,91000001,0,12400901,2,91000001,0,12400901,2,91000001,0,12400901,2,91000001,0,12400901,2,91000001,0,12400901,2,91000001,0,12400901,2,91000001,0,12400901,2,91000001,0,12400901,2,91000001,0,12400901,2,91000001,0,12400901,2,91000001,0,30101000,0,12400901,2,0,0,9,310,0,0,99,34175,30,70,0,0,99,34175,9,310,0,0,99,34175,30,70,0,0,99,34175,9,310,0,0,99,34175,30,70,0,0,99,34175,30,70,0,0,99,34175,30,70,0,0,99,34175,30,70,0,0,99,34175,0,0,0,0,0,0,6,8210,10,640,99,136704,400900,400901,0,0,0,0,0,3001,0,资质：力量,资质：敏捷,资质：智力,资质：精神,资质：体力,资质：幸运,资质：智力,资质：精神,资质：体力,资质：幸运,升星,icon_hero_shengxing_02,icon_hero_shengxing_02,icon_hero_shengxing_02,icon_hero_shengxing_02,icon_hero_shengxing_02,icon_hero_shengxing_02,icon_hero_shengxing_02,icon_hero_shengxing_02,icon_hero_shengxing_02,icon_hero_shengxing_02,icon_hero_yxwd_zizhi_07
650,4009,5,3,2,91000001,0,12400901,2,91000001,0,12400901,2,91000001,0,12400901,2,91000001,0,12400901,2,91000001,0,12400901,2,91000001,0,12400901,2,91000001,0,12400901,2,91000001,0,12400901,2,91000001,0,12400901,2,91000001,0,12400901,2,91000001,0,30101000,0,12400901,2,0,0,9,560,0,0,99,60757,30,120,0,0,99,60757,9,560,0,0,99,60757,30,120,0,0,99,60757,9,560,0,0,99,60757,30,120,0,0,99,60757,30,120,0,0,99,60757,30,120,0,0,99,60757,30,120,0,0,99,60757,0,0,0,0,0,0,6,14590,10,1130,99,243029,400900,400901,0,0,0,0,0,3001,0,资质：力量,资质：敏捷,资质：智力,资质：精神,资质：体力,资质：幸运,资质：智力,资质：精神,资质：体力,资质：幸运,升星,icon_hero_shengxing_02,icon_hero_shengxing_02,icon_hero_shengxing_02,icon_hero_shengxing_02,icon_hero_shengxing_02,icon_hero_shengxing_02,icon_hero_shengxing_02,icon_hero_shengxing_02,icon_hero_shengxing_02,icon_hero_shengxing_02,icon_hero_yxwd_zizhi_07
651,4009,6,3,3,91000001,0,12400901,2,91000001,0,12400901,2,91000001,0,12400901,2,91000001,0,12400901,2,91000001,0,12400901,2,91000001,0,12400901,2,91000001,0,12400901,2,91000001,0,12400901,2,91000001,0,12400901,2,91000001,0,12400901,2,91000001,0,30101000,0,12400901,2,0,0,9,890,0,0,99,97211,30,200,0,0,99,97211,9,890,0,0,99,97211,30,200,0,0,99,97211,9,890,0,0,99,97211,30,200,0,0,99,97211,30,200,0,0,99,97211,30,200,0,0,99,97211,30,200,0,0,99,97211,0,0,0,0,0,0,6,23340,10,1810,99,388846,400900,400901,0,0,0,0,0,3001,0,资质：力量,资质：敏捷,资质：智力,资质：精神,资质：体力,资质：幸运,资质：智力,资质：精神,资质：体力,资质：幸运,升星,icon_hero_shengxing_02,icon_hero_shengxing_02,icon_hero_shengxing_02,icon_hero_shengxing_02,icon_hero_shengxing_02,icon_hero_shengxing_02,icon_hero_shengxing_02,icon_hero_shengxing_02,icon_hero_shengxing_02,icon_hero_shengxing_02,icon_hero_yxwd_zizhi_07
652,4009,7,4,1,91000001,0,12400901,4,91000001,0,12400901,4,91000001,0,12400901,4,91000001,0,12400901,4,91000001,0,12400901,4,91000001,0,12400901,4,91000001,0,12400901,4,91000001,0,12400901,4,91000001,0,12400901,4,91000001,0,12400901,4,91000001,0,30101000,0,12400901,4,0,0,9,1390,0,0,99,151893,30,310,0,0,99,151893,9,1390,0,0,99,151893,30,310,0,0,99,151893,9,1390,0,0,99,151893,30,310,0,0,99,151893,30,310,0,0,99,151893,30,310,0,0,99,151893,30,310,0,0,99,151893,0,0,0,0,0,0,6,36480,10,2830,99,607573,400900,400901,400902,0,0,0,0,3001,0,资质：力量,资质：敏捷,资质：智力,资质：精神,资质：体力,资质：幸运,资质：智力,资质：精神,资质：体力,资质：幸运,升星,icon_hero_shengxing_03,icon_hero_shengxing_03,icon_hero_shengxing_03,icon_hero_shengxing_03,icon_hero_shengxing_03,icon_hero_shengxing_03,icon_hero_shengxing_03,icon_hero_shengxing_03,icon_hero_shengxing_03,icon_hero_shengxing_03,icon_hero_yxwd_zizhi_07
653,4009,8,4,2,91000001,0,12400901,4,91000001,0,12400901,4,91000001,0,12400901,4,91000001,0,12400901,4,91000001,0,12400901,4,91000001,0,12400901,4,91000001,0,12400901,4,91000001,0,12400901,4,91000001,0,12400901,4,91000001,0,12400901,4,91000001,0,30101000,0,12400901,4,0,0,9,2230,0,0,99,243029,30,490,0,0,99,243029,9,2230,0,0,99,243029,30,490,0,0,99,243029,9,2230,0,0,99,243029,30,490,0,0,99,243029,30,490,0,0,99,243029,30,490,0,0,99,243029,30,490,0,0,99,243029,0,0,0,0,0,0,6,58360,10,4530,99,972117,400900,400901,400902,0,0,0,0,3001,0,资质：力量,资质：敏捷,资质：智力,资质：精神,资质：体力,资质：幸运,资质：智力,资质：精神,资质：体力,资质：幸运,升星,icon_hero_shengxing_03,icon_hero_shengxing_03,icon_hero_shengxing_03,icon_hero_shengxing_03,icon_hero_shengxing_03,icon_hero_shengxing_03,icon_hero_shengxing_03,icon_hero_shengxing_03,icon_hero_shengxing_03,icon_hero_shengxing_03,icon_hero_yxwd_zizhi_07
654,4009,9,4,3,91000001,0,12400901,4,91000001,0,12400901,4,91000001,0,12400901,4,91000001,0,12400901,4,91000001,0,12400901,4,91000001,0,12400901,4,91000001,0,12400901,4,91000001,0,12400901,4,91000001,0,12400901,4,91000001,0,12400901,4,91000001,0,30101000,0,12400901,4,0,0,9,3340,0,0,99,364543,30,740,0,0,99,364543,9,3340,0,0,99,364543,30,740,0,0,99,364543,9,3340,0,0,99,364543,30,740,0,0,99,364543,30,740,0,0,99,364543,30,740,0,0,99,364543,30,740,0,0,99,364543,0,0,0,0,0,0,6,87540,10,6790,99,1458176,400900,400901,400902,0,0,0,0,3001,0,资质：力量,资质：敏捷,资质：智力,资质：精神,资质：体力,资质：幸运,资质：智力,资质：精神,资质：体力,资质：幸运,升星,icon_hero_shengxing_03,icon_hero_shengxing_03,icon_hero_shengxing_03,icon_hero_shengxing_03,icon_hero_shengxing_03,icon_hero_shengxing_03,icon_hero_shengxing_03,icon_hero_shengxing_03,icon_hero_shengxing_03,icon_hero_shengxing_03,icon_hero_yxwd_zizhi_07
655,4009,10,5,1,91000001,0,12400901,5,91000001,0,12400901,5,91000001,0,12400901,5,91000001,0,12400901,5,91000001,0,12400901,5,91000001,0,12400901,5,91000001,0,12400901,5,91000001,0,12400901,5,91000001,0,12400901,5,91000001,0,12400901,5,91000001,0,30101000,0,12400901,5,0,0,9,4800,0,0,99,524031,30,1060,0,0,99,524031,9,4800,0,0,99,524031,30,1060,0,0,99,524031,9,4800,0,0,99,524031,30,1060,0,0,99,524031,30,1060,0,0,99,524031,30,1060,0,0,99,524031,30,1060,0,0,99,524031,0,0,0,0,0,0,6,125840,10,9760,99,2096128,400900,400901,400902,400903,0,0,0,3001,0,资质：力量,资质：敏捷,资质：智力,资质：精神,资质：体力,资质：幸运,资质：智力,资质：精神,资质：体力,资质：幸运,升星,icon_hero_shengxing_04,icon_hero_shengxing_04,icon_hero_shengxing_04,icon_hero_shengxing_04,icon_hero_shengxing_04,icon_hero_shengxing_04,icon_hero_shengxing_04,icon_hero_shengxing_04,icon_hero_shengxing_04,icon_hero_shengxing_04,icon_hero_yxwd_zizhi_07
656,4009,11,5,2,91000001,0,12400901,5,91000001,0,12400901,5,91000001,0,12400901,5,91000001,0,12400901,5,91000001,0,12400901,5,91000001,0,12400901,5,91000001,0,12400901,5,91000001,0,12400901,5,91000001,0,12400901,5,91000001,0,12400901,5,91000001,0,30101000,0,12400901,5,0,0,9,6400,0,0,99,698709,30,1410,0,0,99,698709,9,6400,0,0,99,698709,30,1410,0,0,99,698709,9,6400,0,0,99,698709,30,1410,0,0,99,698709,30,1410,0,0,99,698709,30,1410,0,0,99,698709,30,1410,0,0,99,698709,0,0,0,0,0,0,6,167790,10,13020,99,2794837,400900,400901,400902,400903,0,0,0,3001,0,资质：力量,资质：敏捷,资质：智力,资质：精神,资质：体力,资质：幸运,资质：智力,资质：精神,资质：体力,资质：幸运,升星,icon_hero_shengxing_04,icon_hero_shengxing_04,icon_hero_shengxing_04,icon_hero_shengxing_04,icon_hero_shengxing_04,icon_hero_shengxing_04,icon_hero_shengxing_04,icon_hero_shengxing_04,icon_hero_shengxing_04,icon_hero_shengxing_04,icon_hero_yxwd_zizhi_07
657,4009,12,5,3,91000001,0,12400901,5,91000001,0,12400901,5,91000001,0,12400901,5,91000001,0,12400901,5,91000001,0,12400901,5,91000001,0,12400901,5,91000001,0,12400901,5,91000001,0,12400901,5,91000001,0,12400901,5,91000001,0,12400901,5,91000001,0,30101000,0,12400901,5,0,0,9,8070,0,0,99,880981,30,1780,0,0,99,880981,9,8070,0,0,99,880981,30,1780,0,0,99,880981,9,8070,0,0,99,880981,30,1780,0,0,99,880981,30,1780,0,0,99,880981,30,1780,0,0,99,880981,30,1780,0,0,99,880981,0,0,0,0,0,0,6,211560,10,16420,99,3523925,400900,400901,400902,400903,0,0,0,3001,0,资质：力量,资质：敏捷,资质：智力,资质：精神,资质：体力,资质：幸运,资质：智力,资质：精神,资质：体力,资质：幸运,升星,icon_hero_shengxing_04,icon_hero_shengxing_04,icon_hero_shengxing_04,icon_hero_shengxing_04,icon_hero_shengxing_04,icon_hero_shengxing_04,icon_hero_shengxing_04,icon_hero_shengxing_04,icon_hero_shengxing_04,icon_hero_shengxing_04,icon_hero_yxwd_zizhi_07
658,4009,13,6,1,91000001,0,12400901,6,91000001,0,12400901,6,91000001,0,12400901,6,91000001,0,12400901,6,91000001,0,12400901,6,91000001,0,12400901,6,91000001,0,12400901,6,91000001,0,12400901,6,91000001,0,12400901,6,91000001,0,12400901,6,91000001,0,30101000,0,12400901,6,0,0,9,9880,0,0,99,1078442,30,2180,0,0,99,1078442,9,9880,0,0,99,1078442,30,2180,0,0,99,1078442,9,9880,0,0,99,1078442,30,2180,0,0,99,1078442,30,2180,0,0,99,1078442,30,2180,0,0,99,1078442,30,2180,0,0,99,1078442,0,0,0,0,0,0,6,258980,10,20090,99,4313770,400900,400901,400902,400903,0,0,0,3001,0,资质：力量,资质：敏捷,资质：智力,资质：精神,资质：体力,资质：幸运,资质：智力,资质：精神,资质：体力,资质：幸运,升星,icon_hero_shengxing_05,icon_hero_shengxing_05,icon_hero_shengxing_05,icon_hero_shengxing_05,icon_hero_shengxing_05,icon_hero_shengxing_05,icon_hero_shengxing_05,icon_hero_shengxing_05,icon_hero_shengxing_05,icon_hero_shengxing_05,icon_hero_yxwd_zizhi_07
659,4009,14,6,2,91000001,0,12400901,6,91000001,0,12400901,6,91000001,0,12400901,6,91000001,0,12400901,6,91000001,0,12400901,6,91000001,0,12400901,6,91000001,0,12400901,6,91000001,0,12400901,6,91000001,0,12400901,6,91000001,0,12400901,6,91000001,0,30101000,0,12400901,6,0,0,9,11830,0,0,99,1291093,30,2610,0,0,99,1291093,9,11830,0,0,99,1291093,30,2610,0,0,99,1291093,9,11830,0,0,99,1291093,30,2610,0,0,99,1291093,30,2610,0,0,99,1291093,30,2610,0,0,99,1291093,30,2610,0,0,99,1291093,0,0,0,0,0,0,6,310040,10,24060,99,5164373,400900,400901,400902,400903,0,0,0,3001,0,资质：力量,资质：敏捷,资质：智力,资质：精神,资质：体力,资质：幸运,资质：智力,资质：精神,资质：体力,资质：幸运,升星,icon_hero_shengxing_05,icon_hero_shengxing_05,icon_hero_shengxing_05,icon_hero_shengxing_05,icon_hero_shengxing_05,icon_hero_shengxing_05,icon_hero_shengxing_05,icon_hero_shengxing_05,icon_hero_shengxing_05,icon_hero_shengxing_05,icon_hero_yxwd_zizhi_07
660,4009,15,6,3,91000001,0,12400901,6,91000001,0,12400901,6,91000001,0,12400901,6,91000001,0,12400901,6,91000001,0,12400901,6,91000001,0,12400901,6,91000001,0,12400901,6,91000001,0,12400901,6,91000001,0,12400901,6,91000001,0,12400901,6,91000001,0,30101000,0,12400901,6,0,0,9,13920,0,0,99,1518933,30,3070,0,0,99,1518933,9,13920,0,0,99,1518933,30,3070,0,0,99,1518933,9,13920,0,0,99,1518933,30,3070,0,0,99,1518933,30,3070,0,0,99,1518933,30,3070,0,0,99,1518933,30,3070,0,0,99,1518933,0,0,0,0,0,0,6,364750,10,28300,99,6075733,400900,400901,400902,400903,0,0,0,3001,0,资质：力量,资质：敏捷,资质：智力,资质：精神,资质：体力,资质：幸运,资质：智力,资质：精神,资质：体力,资质：幸运,升星,icon_hero_shengxing_05,icon_hero_shengxing_05,icon_hero_shengxing_05,icon_hero_shengxing_05,icon_hero_shengxing_05,icon_hero_shengxing_05,icon_hero_shengxing_05,icon_hero_shengxing_05,icon_hero_shengxing_05,icon_hero_shengxing_05,icon_hero_yxwd_zizhi_07
661,4010,1,2,1,91000001,0,12401001,0,91000001,0,12401001,0,91000001,0,12401001,0,91000001,0,12401001,0,91000001,0,12401001,0,91000001,0,12401001,0,91000001,0,12401001,0,91000001,0,12401001,0,91000001,0,12401001,0,91000001,0,12401001,0,91000001,0,30101000,0,12401001,0,0,0,9,0,0,0,99,0,30,0,0,0,99,0,9,0,0,0,99,0,30,0,0,0,99,0,9,0,0,0,99,0,30,0,0,0,99,0,30,0,0,0,99,0,30,0,0,0,99,0,30,0,0,0,99,0,0,0,0,0,0,0,6,0,10,0,99,0,401000,0,0,0,0,0,0,1001,0,资质：力量,资质：敏捷,资质：智力,资质：精神,资质：体力,资质：幸运,资质：智力,资质：精神,资质：体力,资质：幸运,升星,0,0,0,0,0,0,0,0,0,0,icon_hero_yxwd_zizhi_07
662,4010,2,2,2,91000001,0,12401001,1,91000001,0,12401001,1,91000001,0,12401001,1,91000001,0,12401001,1,91000001,0,12401001,1,91000001,0,12401001,1,91000001,0,12401001,1,91000001,0,12401001,1,91000001,0,12401001,1,91000001,0,12401001,1,91000001,0,30101000,0,12401001,1,0,0,9,180,0,0,99,9113,30,10,0,0,99,9113,9,180,0,0,99,9113,30,10,0,0,99,9113,9,180,0,0,99,9113,30,10,0,0,99,9113,30,10,0,0,99,9113,30,10,0,0,99,9113,30,10,0,0,99,9113,0,0,0,0,0,0,6,1500,10,70,99,36454,401000,0,0,0,0,0,0,1001,0,资质：力量,资质：敏捷,资质：智力,资质：精神,资质：体力,资质：幸运,资质：智力,资质：精神,资质：体力,资质：幸运,升星,icon_hero_shengxing_01,icon_hero_shengxing_01,icon_hero_shengxing_01,icon_hero_shengxing_01,icon_hero_shengxing_01,icon_hero_shengxing_01,icon_hero_shengxing_01,icon_hero_shengxing_01,icon_hero_shengxing_01,icon_hero_shengxing_01,icon_hero_yxwd_zizhi_07
663,4010,3,2,3,91000001,0,12401001,1,91000001,0,12401001,1,91000001,0,12401001,1,91000001,0,12401001,1,91000001,0,12401001,1,91000001,0,12401001,1,91000001,0,12401001,1,91000001,0,12401001,1,91000001,0,12401001,1,91000001,0,12401001,1,91000001,0,30101000,0,12401001,1,0,0,9,490,0,0,99,25062,30,30,0,0,99,25062,9,490,0,0,99,25062,30,30,0,0,99,25062,9,490,0,0,99,25062,30,30,0,0,99,25062,30,30,0,0,99,25062,30,30,0,0,99,25062,30,30,0,0,99,25062,0,0,0,0,0,0,6,4130,10,200,99,100249,401000,0,0,0,0,0,0,1001,0,资质：力量,资质：敏捷,资质：智力,资质：精神,资质：体力,资质：幸运,资质：智力,资质：精神,资质：体力,资质：幸运,升星,icon_hero_shengxing_01,icon_hero_shengxing_01,icon_hero_shengxing_01,icon_hero_shengxing_01,icon_hero_shengxing_01,icon_hero_shengxing_01,icon_hero_shengxing_01,icon_hero_shengxing_01,icon_hero_shengxing_01,icon_hero_shengxing_01,icon_hero_yxwd_zizhi_07
664,4010,4,3,1,91000001,0,12401001,2,91000001,0,12401001,2,91000001,0,12401001,2,91000001,0,12401001,2,91000001,0,12401001,2,91000001,0,12401001,2,91000001,0,12401001,2,91000001,0,12401001,2,91000001,0,12401001,2,91000001,0,12401001,2,91000001,0,30101000,0,12401001,2,0,0,9,1010,0,0,99,51264,30,60,0,0,99,51264,9,1010,0,0,99,51264,30,60,0,0,99,51264,9,1010,0,0,99,51264,30,60,0,0,99,51264,30,60,0,0,99,51264,30,60,0,0,99,51264,30,60,0,0,99,51264,0,0,0,0,0,0,6,8450,10,410,99,205056,401000,401001,0,0,0,0,0,1001,0,资质：力量,资质：敏捷,资质：智力,资质：精神,资质：体力,资质：幸运,资质：智力,资质：精神,资质：体力,资质：幸运,升星,icon_hero_shengxing_02,icon_hero_shengxing_02,icon_hero_shengxing_02,icon_hero_shengxing_02,icon_hero_shengxing_02,icon_hero_shengxing_02,icon_hero_shengxing_02,icon_hero_shengxing_02,icon_hero_shengxing_02,icon_hero_shengxing_02,icon_hero_yxwd_zizhi_07
665,4010,5,3,2,91000001,0,12401001,2,91000001,0,12401001,2,91000001,0,12401001,2,91000001,0,12401001,2,91000001,0,12401001,2,91000001,0,12401001,2,91000001,0,12401001,2,91000001,0,12401001,2,91000001,0,12401001,2,91000001,0,12401001,2,91000001,0,30101000,0,12401001,2,0,0,9,1790,0,0,99,91136,30,100,0,0,99,91136,9,1790,0,0,99,91136,30,100,0,0,99,91136,9,1790,0,0,99,91136,30,100,0,0,99,91136,30,100,0,0,99,91136,30,100,0,0,99,91136,30,100,0,0,99,91136,0,0,0,0,0,0,6,15020,10,740,99,364544,401000,401001,0,0,0,0,0,1001,0,资质：力量,资质：敏捷,资质：智力,资质：精神,资质：体力,资质：幸运,资质：智力,资质：精神,资质：体力,资质：幸运,升星,icon_hero_shengxing_02,icon_hero_shengxing_02,icon_hero_shengxing_02,icon_hero_shengxing_02,icon_hero_shengxing_02,icon_hero_shengxing_02,icon_hero_shengxing_02,icon_hero_shengxing_02,icon_hero_shengxing_02,icon_hero_shengxing_02,icon_hero_yxwd_zizhi_07
666,4010,6,3,3,91000001,0,12401001,2,91000001,0,12401001,2,91000001,0,12401001,2,91000001,0,12401001,2,91000001,0,12401001,2,91000001,0,12401001,2,91000001,0,12401001,2,91000001,0,12401001,2,91000001,0,12401001,2,91000001,0,12401001,2,91000001,0,30101000,0,12401001,2,0,0,9,2860,0,0,99,145817,30,160,0,0,99,145817,9,2860,0,0,99,145817,30,160,0,0,99,145817,9,2860,0,0,99,145817,30,160,0,0,99,145817,30,160,0,0,99,145817,30,160,0,0,99,145817,30,160,0,0,99,145817,0,0,0,0,0,0,6,24020,10,1180,99,583270,401000,401001,0,0,0,0,0,1001,0,资质：力量,资质：敏捷,资质：智力,资质：精神,资质：体力,资质：幸运,资质：智力,资质：精神,资质：体力,资质：幸运,升星,icon_hero_shengxing_02,icon_hero_shengxing_02,icon_hero_shengxing_02,icon_hero_shengxing_02,icon_hero_shengxing_02,icon_hero_shengxing_02,icon_hero_shengxing_02,icon_hero_shengxing_02,icon_hero_shengxing_02,icon_hero_shengxing_02,icon_hero_yxwd_zizhi_07
