lazyid,id,name,lv,needitem,neednum,base_type1,base_value1,base_type2,base_value2,base_type3,base_value3,base_type4,base_value4,base_type5,base_value5,base_type6,base_value6,base_type7,base_value7,base_type8,base_value8
1038015,52060103,暴徒,15,52060103,400,7,18880,9,37760,29,18880,6,188800,8,20050,10,37370,30,19070,99,15220500
1038016,52060103,暴徒,16,52060103,460,7,22430,9,44860,29,22430,6,224330,8,23820,10,44400,30,22660,99,18083600
1038017,52060103,暴徒,17,52060103,520,7,26380,9,52760,29,26380,6,263780,8,28010,10,52210,30,26650,99,21266100
1038018,52060103,暴徒,18,52060103,580,7,30730,9,61460,29,30730,6,307340,8,32640,10,60830,30,31050,99,24776300
1038019,52060103,暴徒,19,52060103,640,7,35520,9,71040,29,35520,6,355160,8,37710,10,70300,30,35880,99,28633200
1038020,52060103,暴徒,20,0,0,7,40740,9,81480,29,40740,6,407400,8,43260,10,80640,30,41160,99,32844000
2038001,52060203,狂战士,1,52060203,3,7,170,9,340,29,170,6,1670,8,160,10,330,30,160,99,132900
2038002,52060203,狂战士,2,52060203,6,7,320,9,640,29,320,6,3180,8,310,10,640,30,310,99,253600
2038003,52060203,狂战士,3,52060203,12,7,670,9,1340,29,670,6,6690,8,640,10,1340,30,660,99,531800
2038004,52060203,狂战士,4,52060203,24,7,1280,9,2560,29,1280,6,12850,8,1230,10,2570,30,1260,99,1018500
2038005,52060203,狂战士,5,52060203,40,7,2220,9,4440,29,2220,6,22220,8,2140,10,4440,30,2180,99,1764400
2038006,52060203,狂战士,6,52060203,64,7,3530,9,7060,29,3530,6,35350,8,3400,10,7070,30,3470,99,2806500
2038007,52060203,狂战士,7,52060203,90,7,5270,9,10540,29,5270,6,52710,8,5060,10,10540,30,5170,99,4185200
2038008,52060203,狂战士,8,52060203,120,7,7480,9,14960,29,7480,6,74790,8,7190,10,14960,30,7330,99,5939800
2038009,52060203,狂战士,9,52060203,150,7,10200,9,20400,29,10200,6,102040,8,9800,10,20410,30,10000,99,8101300
2038010,52060203,狂战士,10,52060203,180,7,13490,9,26980,29,13490,6,134870,8,12960,10,26970,30,13220,99,10710900
2038011,52060203,狂战士,11,52060203,220,7,17370,9,34740,29,17370,6,173720,8,16690,10,34740,30,17030,99,13794400
2038012,52060203,狂战士,12,52060203,260,7,21900,9,43800,29,21900,6,218970,8,21040,10,43790,30,21470,99,17389900
2038013,52060203,狂战士,13,52060203,310,7,27100,9,54200,29,27100,6,271030,8,26040,10,54210,30,26570,99,21522100
2038014,52060203,狂战士,14,52060203,350,7,33030,9,66060,29,33030,6,330270,8,31730,10,66050,30,32380,99,26227900
2038015,52060203,狂战士,15,52060203,400,7,39710,9,79420,29,39710,6,397070,8,38150,10,79410,30,38930,99,31532900
2038016,52060203,狂战士,16,52060203,460,7,47180,9,94360,29,47180,6,471780,8,45330,10,94360,30,46250,99,37465600
2038017,52060203,狂战士,17,52060203,520,7,55480,9,110960,29,55480,6,554760,8,53300,10,110950,30,54390,99,44055700
2038018,52060203,狂战士,18,52060203,580,7,64640,9,129280,29,64640,6,646370,8,62100,10,129270,30,63370,99,51329900
2038019,52060203,狂战士,19,52060203,640,7,74690,9,149380,29,74690,6,746940,8,71760,10,149390,30,73230,99,59314300
2038020,52060203,狂战士,20,0,0,7,85680,9,171360,29,85680,6,856800,8,82320,10,171360,30,84000,99,68040000
1039001,52060104,人马酋长,1,52060104,3,7,80,9,160,29,80,6,860,8,80,10,160,30,90,99,66200
1039002,52060104,人马酋长,2,52060104,6,7,150,9,300,29,150,6,1640,8,150,10,300,30,160,99,123800
1039003,52060104,人马酋长,3,52060104,12,7,320,9,640,29,320,6,3440,8,320,10,620,30,340,99,261800
1039004,52060104,人马酋长,4,52060104,24,7,610,9,1220,29,610,6,6610,8,610,10,1200,30,650,99,501200
1039005,52060104,人马酋长,5,52060104,40,7,1060,9,2120,29,1060,6,11440,8,1060,10,2070,30,1130,99,869300
1039006,52060104,人马酋长,6,52060104,64,7,1680,9,3360,29,1680,6,18190,8,1680,10,3290,30,1800,99,1380300
1039007,52060104,人马酋长,7,52060104,90,7,2510,9,5020,29,2510,6,27130,8,2510,10,4910,30,2690,99,2061100
1039008,52060104,人马酋长,8,52060104,120,7,3560,9,7120,29,3560,6,38500,8,3560,10,6970,30,3810,99,2923500
1039009,52060104,人马酋长,9,52060104,150,7,4850,9,9700,29,4850,6,52520,8,4850,10,9500,30,5200,99,3985400
1039010,52060104,人马酋长,10,52060104,180,7,6410,9,12820,29,6410,6,69420,8,6410,10,12560,30,6880,99,5268400
1039011,52060104,人马酋长,11,52060104,220,7,8260,9,16520,29,8260,6,89410,8,8260,10,16180,30,8860,99,6787200
1039012,52060104,人马酋长,12,52060104,260,7,10410,9,20820,29,10410,6,112710,8,10410,10,20390,30,11160,99,8553700
1039013,52060104,人马酋长,13,52060104,310,7,12890,9,25780,29,12890,6,139500,8,12890,10,25240,30,13820,99,10590000
1039014,52060104,人马酋长,14,52060104,350,7,15700,9,31400,29,15700,6,169990,8,15700,10,30760,30,16840,99,12901800
1039015,52060104,人马酋长,15,52060104,400,7,18880,9,37760,29,18880,6,204370,8,18880,10,36980,30,20240,99,15512400
1039016,52060104,人马酋长,16,52060104,460,7,22430,9,44860,29,22430,6,242830,8,22430,10,43940,30,24050,99,18430600
1039017,52060104,人马酋长,17,52060104,520,7,26380,9,52760,29,26380,6,285540,8,26380,10,51670,30,28280,99,21674300
1039018,52060104,人马酋长,18,52060104,580,7,30730,9,61460,29,30730,6,332690,8,30730,10,60200,30,32950,99,25250800
1039019,52060104,人马酋长,19,52060104,640,7,35520,9,71040,29,35520,6,384450,8,35520,10,69570,30,38080,99,29183500
1039020,52060104,人马酋长,20,0,0,7,40740,9,81480,29,40740,6,441000,8,40740,10,79800,30,43680,99,33474000
2039001,52060204,人马督军,1,52060204,3,7,160,9,320,29,160,6,1590,8,160,10,320,30,160,99,127800
2039002,52060204,人马督军,2,52060204,6,7,310,9,620,29,310,6,3030,8,300,10,620,30,300,99,244600
2039003,52060204,人马督军,3,52060204,12,7,640,9,1280,29,640,6,6360,8,620,10,1300,30,620,99,508200
2039004,52060204,人马督军,4,52060204,24,7,1230,9,2460,29,1230,6,12220,8,1200,10,2490,30,1200,99,977900
2039005,52060204,人马督军,5,52060204,40,7,2140,9,4280,29,2140,6,21130,8,2070,10,4310,30,2070,99,1694100
2039006,52060204,人马督军,6,52060204,64,7,3400,9,6800,29,3400,6,33610,8,3290,10,6860,30,3290,99,2693200
2039007,52060204,人马督军,7,52060204,90,7,5060,9,10120,29,5060,6,50130,8,4910,10,10230,30,4910,99,4014100
2039008,52060204,人马督军,8,52060204,120,7,7190,9,14380,29,7190,6,71130,8,6970,10,14520,30,6970,99,5699600
2039009,52060204,人马督军,9,52060204,150,7,9800,9,19600,29,9800,6,97040,8,9500,10,19810,30,9500,99,7771300
2039010,52060204,人马督军,10,52060204,180,7,12960,9,25920,29,12960,6,128260,8,12560,10,26180,30,12560,99,10274200
2039011,52060204,人马督军,11,52060204,220,7,16690,9,33380,29,16690,6,165200,8,16180,10,33720,30,16180,99,13233000
2039012,52060204,人马督军,12,52060204,260,7,21040,9,42080,29,21040,6,208240,8,20390,10,42510,30,20390,99,16680300
2039013,52060204,人马督军,13,52060204,310,7,26040,9,52080,29,26040,6,257750,8,25240,10,52610,30,25240,99,20645500
2039014,52060204,人马督军,14,52060204,350,7,31730,9,63460,29,31730,6,314080,8,30760,10,64110,30,30760,99,25158100
2039015,52060204,人马督军,15,52060204,400,7,38150,9,76300,29,38150,6,377600,8,36980,10,77080,30,36980,99,30247000
2039016,52060204,人马督军,16,52060204,460,7,45330,9,90660,29,45330,6,448650,8,43940,10,91580,30,43940,99,35939000
2039017,52060204,人马督军,17,52060204,520,7,53300,9,106600,29,53300,6,527570,8,51670,10,107690,30,51670,99,42259900
2039018,52060204,人马督军,18,52060204,580,7,62100,9,124200,29,62100,6,614680,8,60200,10,125470,30,60200,99,49237100
2039019,52060204,人马督军,19,52060204,640,7,71760,9,143520,29,71760,6,710320,8,69570,10,144990,30,69570,99,56897900
2039020,52060204,人马督军,20,0,0,7,82320,9,164640,29,82320,6,814800,8,79800,10,166320,30,79800,99,65268000
1040001,52060105,萨满,1,52060105,3,7,80,9,160,29,80,6,830,8,80,10,160,30,90,99,65600
1040002,52060105,萨满,2,52060105,6,7,150,9,300,29,150,6,1580,8,150,10,300,30,160,99,122600
1040003,52060105,萨满,3,52060105,12,7,320,9,640,29,320,6,3310,8,310,10,630,30,340,99,258700
1040004,52060105,萨满,4,52060105,24,7,620,9,1240,29,620,6,6360,8,600,10,1210,30,650,99,498700
1040005,52060105,萨满,5,52060105,40,7,1070,9,2140,29,1070,6,11000,8,1050,10,2090,30,1130,99,863500
1040006,52060105,萨满,6,52060105,64,7,1700,9,3400,29,1700,6,17500,8,1660,10,3330,30,1800,99,1372500
1040007,52060105,萨满,7,52060105,90,7,2530,9,5060,29,2530,6,26100,8,2480,10,4960,30,2690,99,2046000
1040008,52060105,萨满,8,52060105,120,7,3590,9,7180,29,3590,6,37030,8,3520,10,7040,30,3810,99,2902600
1040009,52060105,萨满,9,52060105,150,7,4900,9,9800,29,4900,6,50520,8,4800,10,9600,30,5200,99,3960400
1040010,52060105,萨满,10,52060105,180,7,6480,9,12960,29,6480,6,66780,8,6350,10,12690,30,6880,99,5237100
1040011,52060105,萨满,11,52060105,220,7,8350,9,16700,29,8350,6,86010,8,8170,10,16350,30,8860,99,6745700
1040012,52060105,萨满,12,52060105,260,7,10520,9,21040,29,10520,6,108410,8,10300,10,20610,30,11160,99,8500700
1040013,52060105,萨满,13,52060105,310,7,13020,9,26040,29,13020,6,134190,8,12750,10,25510,30,13820,99,10522300
1040014,52060105,萨满,14,52060105,350,7,15870,9,31740,29,15870,6,163520,8,15540,10,31080,30,16840,99,12823400
1040015,52060105,萨满,15,52060105,400,7,19070,9,38140,29,19070,6,196590,8,18690,10,37370,30,20240,99,15414300
1040016,52060105,萨满,16,52060105,460,7,22660,9,45320,29,22660,6,233580,8,22200,10,44400,30,24050,99,18314600
1040017,52060105,萨满,17,52060105,520,7,26650,9,53300,29,26650,6,274660,8,26110,10,52210,30,28280,99,21537700
1040018,52060105,萨满,18,52060105,580,7,31050,9,62100,29,31050,6,320020,8,30420,10,60830,30,32950,99,25093900
1040019,52060105,萨满,19,52060105,640,7,35880,9,71760,29,35880,6,369810,8,35150,10,70300,30,38080,99,28998200
1040020,52060105,萨满,20,0,0,7,41160,9,82320,29,41160,6,424200,8,40320,10,80640,30,43680,99,33264000
2040001,52060205,大萨满,1,52060205,3,7,160,9,320,29,160,6,1610,8,160,10,320,30,160,99,128200
2040002,52060205,大萨满,2,52060205,6,7,300,9,600,29,300,6,3060,8,310,10,610,30,310,99,243700
2040003,52060205,大萨满,3,52060205,12,7,620,9,1240,29,620,6,6430,8,660,10,1290,30,650,99,510100
2040004,52060205,大萨满,4,52060205,24,7,1200,9,2400,29,1200,6,12340,8,1260,10,2470,30,1250,99,981300
2040005,52060205,大萨满,5,52060205,40,7,2070,9,4140,29,2070,6,21350,8,2180,10,4270,30,2160,99,1695500
2040006,52060205,大萨满,6,52060205,64,7,3290,9,6580,29,3290,6,33960,8,3470,10,6790,30,3430,99,2695700
2040007,52060205,大萨满,7,52060205,90,7,4910,9,9820,29,4910,6,50650,8,5170,10,10130,30,5120,99,4021500
2040008,52060205,大萨满,8,52060205,120,7,6970,9,13940,29,6970,6,71860,8,7330,10,14370,30,7260,99,5705700
2040009,52060205,大萨满,9,52060205,150,7,9500,9,19000,29,9500,6,98040,8,10000,10,19610,30,9900,99,7781300
2040010,52060205,大萨满,10,52060205,180,7,12560,9,25120,29,12560,6,129580,8,13220,10,25920,30,13090,99,10286600
2040011,52060205,大萨满,11,52060205,220,7,16180,9,32360,29,16180,6,166910,8,17030,10,33380,30,16860,99,13250200
2040012,52060205,大萨满,12,52060205,260,7,20390,9,40780,29,20390,6,210390,8,21470,10,42080,30,21250,99,16700800
2040013,52060205,大萨满,13,52060205,310,7,25240,9,50480,29,25240,6,260400,8,26570,10,52080,30,26310,99,20672000
2040014,52060205,大萨满,14,52060205,350,7,30760,9,61520,29,30760,6,317320,8,32380,10,63460,30,32060,99,25191400
2040015,52060205,大萨满,15,52060205,400,7,36980,9,73960,29,36980,6,381500,8,38930,10,76300,30,38540,99,30286000
2040016,52060205,大萨满,16,52060205,460,7,43940,9,87880,29,43940,6,453280,8,46250,10,90660,30,45790,99,35984600
2040017,52060205,大萨满,17,52060205,520,7,51670,9,103340,29,51670,6,533010,8,54390,10,106600,30,53840,99,42314200
2040018,52060205,大萨满,18,52060205,580,7,60200,9,120400,29,60200,6,621020,8,63370,10,124200,30,62740,99,49301400
2040019,52060205,大萨满,19,52060205,640,7,69570,9,139140,29,69570,6,717640,8,73230,10,143530,30,72500,99,56973300
2040020,52060205,大萨满,20,0,0,7,79800,9,159600,29,79800,6,823200,8,84000,10,164640,30,83160,99,65352000
1041001,52060106,独眼巨人,1,52060106,3,7,80,9,160,29,80,6,850,8,80,10,170,30,80,99,65500
1041002,52060106,独眼巨人,2,52060106,6,7,150,9,300,29,150,6,1620,8,160,10,320,30,150,99,124400
1041003,52060106,独眼巨人,3,52060106,12,7,320,9,640,29,320,6,3410,8,330,10,660,30,320,99,262200
1041004,52060106,独眼巨人,4,52060106,24,7,610,9,1220,29,610,6,6550,8,630,10,1270,30,620,99,502500
1041005,52060106,独眼巨人,5,52060106,40,7,1060,9,2120,29,1060,6,11330,8,1090,10,2200,30,1070,99,870600
1041006,52060106,独眼巨人,6,52060106,64,7,1680,9,3360,29,1680,6,18020,8,1730,10,3500,30,1700,99,1382400
1041007,52060106,独眼巨人,7,52060106,90,7,2510,9,5020,29,2510,6,26870,8,2580,10,5220,30,2530,99,2062400
1041008,52060106,独眼巨人,8,52060106,120,7,3560,9,7120,29,3560,6,38130,8,3670,10,7410,30,3590,99,2927100
1041009,52060106,独眼巨人,9,52060106,150,7,4850,9,9700,29,4850,6,52020,8,5000,10,10100,30,4900,99,3990400
1041010,52060106,独眼巨人,10,52060106,180,7,6410,9,12820,29,6410,6,68760,8,6610,10,13360,30,6480,99,5275200
1041011,52060106,独眼巨人,11,52060106,220,7,8260,9,16520,29,8260,6,88560,8,8520,10,17200,30,8350,99,6796200
1041012,52060106,独眼巨人,12,52060106,260,7,10410,9,20820,29,10410,6,111630,8,10730,10,21680,30,10520,99,8564600
1041013,52060106,独眼巨人,13,52060106,310,7,12890,9,25780,29,12890,6,138170,8,13290,10,26840,30,13020,99,10603400
1041014,52060106,独眼巨人,14,52060106,350,7,15700,9,31400,29,15700,6,168370,8,16190,10,32700,30,15870,99,12918400
1041015,52060106,独眼巨人,15,52060106,400,7,18880,9,37760,29,18880,6,202430,8,19460,10,39320,30,19070,99,15531600
1041016,52060106,独眼巨人,16,52060106,460,7,22430,9,44860,29,22430,6,240510,8,23130,10,46720,30,22660,99,18454200
1041017,52060106,独眼巨人,17,52060106,520,7,26380,9,52760,29,26380,6,282820,8,27190,10,54930,30,26650,99,21700900
1041018,52060106,独眼巨人,18,52060106,580,7,30730,9,61460,29,30730,6,329520,8,31680,10,64000,30,31050,99,25282400
1041019,52060106,独眼巨人,19,52060106,640,7,35520,9,71040,29,35520,6,380790,8,36610,10,73960,30,35880,99,29218800
1041020,52060106,独眼巨人,20,0,0,7,40740,9,81480,29,40740,6,436800,8,42000,10,84840,30,41160,99,33516000
2041001,52060206,独眼巨魔,1,52060206,3,7,160,9,320,29,160,6,1590,8,160,10,330,30,160,99,128300
2041002,52060206,独眼巨魔,2,52060206,6,7,310,9,620,29,310,6,3030,8,310,10,640,30,300,99,246600
2041003,52060206,独眼巨魔,3,52060206,12,7,650,9,1300,29,650,6,6360,8,650,10,1340,30,640,99,518200
2041004,52060206,独眼巨魔,4,52060206,24,7,1250,9,2500,29,1250,6,12220,8,1250,10,2570,30,1220,99,994900
2041005,52060206,独眼巨魔,5,52060206,40,7,2160,9,4320,29,2160,6,21130,8,2160,10,4440,30,2110,99,1719600
2041006,52060206,独眼巨魔,6,52060206,64,7,3430,9,6860,29,3430,6,33610,8,3430,10,7070,30,3360,99,2733700
2041007,52060206,独眼巨魔,7,52060206,90,7,5120,9,10240,29,5120,6,50130,8,5120,10,10540,30,5010,99,4078600
2041008,52060206,独眼巨魔,8,52060206,120,7,7260,9,14520,29,7260,6,71130,8,7260,10,14960,30,7110,99,5785600
2041009,52060206,独眼巨魔,9,52060206,150,7,9900,9,19800,29,9900,6,97040,8,9900,10,20410,30,9700,99,7891300
2041010,52060206,独眼巨魔,10,52060206,180,7,13090,9,26180,29,13090,6,128260,8,13090,10,26970,30,12830,99,10432700
2041011,52060206,独眼巨魔,11,52060206,220,7,16860,9,33720,29,16860,6,165200,8,16860,10,34740,30,16520,99,13437000
2041012,52060206,独眼巨魔,12,52060206,260,7,21250,9,42500,29,21250,6,208240,8,21250,10,43790,30,20820,99,16936300
2041013,52060206,独眼巨魔,13,52060206,310,7,26310,9,52620,29,26310,6,257750,8,26310,10,54210,30,25770,99,20966500
2041014,52060206,独眼巨魔,14,52060206,350,7,32060,9,64120,29,32060,6,314080,8,32060,10,66050,30,31410,99,25549100
2041015,52060206,独眼巨魔,15,52060206,400,7,38540,9,77080,29,38540,6,377600,8,38540,10,79410,30,37760,99,30714500
2041016,52060206,独眼巨魔,16,52060206,460,7,45790,9,91580,29,45790,6,448650,8,45790,10,94360,30,44870,99,36494000
2041017,52060206,独眼巨魔,17,52060206,520,7,53840,9,107680,29,53840,6,527570,8,53840,10,110950,30,52760,99,42910900
2041018,52060206,独眼巨魔,18,52060206,580,7,62740,9,125480,29,62740,6,614680,8,62740,10,129270,30,61470,99,50000100
2041019,52060206,独眼巨魔,19,52060206,640,7,72500,9,145000,29,72500,6,710320,8,72500,10,149390,30,71030,99,57778900
2041020,52060206,独眼巨魔,20,0,0,7,83160,9,166320,29,83160,6,814800,8,83160,10,171360,30,81480,99,66276000
1042001,52060107,比蒙,1,52060107,3,7,80,9,160,29,80,6,790,8,80,10,170,30,90,99,65300
1042002,52060107,比蒙,2,52060107,6,7,150,9,300,29,150,6,1500,8,150,10,320,30,160,99,122000
1042003,52060107,比蒙,3,52060107,12,7,320,9,640,29,320,6,3150,8,320,10,680,30,340,99,259000
1042004,52060107,比蒙,4,52060107,24,7,610,9,1220,29,610,6,6050,8,620,10,1310,30,650,99,496500
1042005,52060107,比蒙,5,52060107,40,7,1060,9,2120,29,1060,6,10460,8,1070,10,2270,30,1130,99,860700
1042006,52060107,比蒙,6,52060107,64,7,1680,9,3360,29,1680,6,16630,8,1700,10,3600,30,1800,99,1366600
1042007,52060107,比蒙,7,52060107,90,7,2510,9,5020,29,2510,6,24810,8,2530,10,5370,30,2690,99,2039700
1042008,52060107,比蒙,8,52060107,120,7,3560,9,7120,29,3560,6,35200,8,3590,10,7630,30,3810,99,2893500
1042009,52060107,比蒙,9,52060107,150,7,4850,9,9700,29,4850,6,48020,8,4900,10,10400,30,5200,99,3945400
1042010,52060107,比蒙,10,52060107,180,7,6410,9,12820,29,6410,6,63470,8,6480,10,13750,30,6880,99,5215900
1042011,52060107,比蒙,11,52060107,220,7,8260,9,16520,29,8260,6,81750,8,8350,10,17710,30,8860,99,6719500
1042012,52060107,比蒙,12,52060107,260,7,10410,9,20820,29,10410,6,103050,8,10520,10,22330,30,11160,99,8468500
1042013,52060107,比蒙,13,52060107,310,7,12890,9,25780,29,12890,6,127540,8,13020,10,27630,30,13820,99,10483300
1042014,52060107,比蒙,14,52060107,350,7,15700,9,31400,29,15700,6,155420,8,15870,10,33670,30,16840,99,12772900
1042015,52060107,比蒙,15,52060107,400,7,18880,9,37760,29,18880,6,186860,8,19070,10,40490,30,20240,99,15356700
1042016,52060107,比蒙,16,52060107,460,7,22430,9,44860,29,22430,6,222010,8,22660,10,48100,30,24050,99,18245200
1042017,52060107,比蒙,17,52060107,520,7,26380,9,52760,29,26380,6,261070,8,26650,10,56560,30,28280,99,21456400
1042018,52060107,比蒙,18,52060107,580,7,30730,9,61460,29,30730,6,304170,8,31050,10,65900,30,32950,99,24997400
1042019,52060107,比蒙,19,52060107,640,7,35520,9,71040,29,35520,6,351500,8,35880,10,76160,30,38080,99,28890000
1042020,52060107,比蒙,20,0,0,7,40740,9,81480,29,40740,6,403200,8,41160,10,87360,30,43680,99,33138000
2042001,52060207,利刃比蒙,1,52060207,3,7,170,9,340,29,170,6,1670,8,170,10,310,30,160,99,132900
2042002,52060207,利刃比蒙,2,52060207,6,7,330,9,660,29,330,6,3180,8,320,10,590,30,300,99,254100
2042003,52060207,利刃比蒙,3,52060207,12,7,690,9,1380,29,690,6,6690,8,670,10,1250,30,630,99,533300
2042004,52060207,利刃比蒙,4,52060207,24,7,1320,9,2640,29,1320,6,12850,8,1280,10,2390,30,1210,99,1021500
2042005,52060207,利刃比蒙,5,52060207,40,7,2290,9,4580,29,2290,6,22220,8,2220,10,4140,30,2090,99,1769400
2042006,52060207,利刃比蒙,6,52060207,64,7,3640,9,7280,29,3640,6,35350,8,3530,10,6580,30,3330,99,2814000
2042007,52060207,利刃比蒙,7,52060207,90,7,5430,9,10860,29,5430,6,52710,8,5270,10,9820,30,4960,99,4197200
2042008,52060207,利刃比蒙,8,52060207,120,7,7700,9,15400,29,7700,6,74790,8,7480,10,13930,30,7040,99,5954300
2042009,52060207,利刃比蒙,9,52060207,150,7,10500,9,21000,29,10500,6,102040,8,10200,10,19010,30,9600,99,8121300
2042010,52060207,利刃比蒙,10,52060207,180,7,13880,9,27760,29,13880,6,134870,8,13490,10,25120,30,12690,99,10735400
2042011,52060207,利刃比蒙,11,52060207,220,7,17880,9,35760,29,17880,6,173720,8,17370,10,32360,30,16350,99,13828400
2042012,52060207,利刃比蒙,12,52060207,260,7,22540,9,45080,29,22540,6,218970,8,21900,10,40790,30,20610,99,17431900
2042013,52060207,利刃比蒙,13,52060207,310,7,27900,9,55800,29,27900,6,271030,8,27100,10,50490,30,25510,99,21576100
2042014,52060207,利刃比蒙,14,52060207,350,7,34000,9,68000,29,34000,6,330270,8,33030,10,61520,30,31080,99,26292400
2042015,52060207,利刃比蒙,15,52060207,400,7,40870,9,81740,29,40870,6,397070,8,39710,10,73960,30,37370,99,31608400
2042016,52060207,利刃比蒙,16,52060207,460,7,48570,9,97140,29,48570,6,471780,8,47180,10,87880,30,44400,99,37558600
2042017,52060207,利刃比蒙,17,52060207,520,7,57110,9,114220,29,57110,6,554760,8,55480,10,103340,30,52210,99,44164200
2042018,52060207,利刃比蒙,18,52060207,580,7,66540,9,133080,29,66540,6,646370,8,64640,10,120400,30,60830,99,51456400
2042019,52060207,利刃比蒙,19,52060207,640,7,76890,9,153780,29,76890,6,746940,8,74690,10,139130,30,70300,99,59461300
2042020,52060207,利刃比蒙,20,0,0,7,88200,9,176400,29,88200,6,856800,8,85680,10,159600,30,80640,99,68208000
